show_id,Show Title,Year,Previews Date,Opening Date,Closing Date,Theatre Name,Production Type,Show Type,Show Type (Simple),Intermissions,N Performances,Run Time,Show Not Opened,Revival,Other Titles,Official Website,N People,N Performers,N Creative Team,theatre_id,Theatre Full Address,Theatre Street Address,Theatre Address Locality,Theatre Address Region,Theatre Postal Code,Theatre Year Closed,Theatre Year Demolished,Theatre Capacity
322333,King Richard III,1750,,1750-03-05,1750-03-12,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,18,17,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313413,Spanish Friar,1750,,1750-03-13,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313471,The Orphan,1750,,1750-04-02,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313540,Love for Love,1750,,1750-07-23,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313610,Cato,1750,,1750-09-24,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
3423,The Beggar's Opera,1750,,1750-12-03,1751-05-13,Nassau Street Theatre,Original Production,Operetta,Musical,,5.0,,False,False,,,22,20,3,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313340,Othello,1751,,1751-12-23,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313591,The Conscious Lovers,1753,,1753-09-17,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,2,0,2,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313137,King Lear,1754,,1754-01-14,,Nassau Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,5640.0,64-6 Nassau Street New York NY,64-6 Nassau Street,New York,NY,,,,
313155,Romeo and Juliet,1754,,1754-01-28,,New Theatre,Original Production,Play,Play,,,,False,False,,,5,2,3,7409.0,Nassau St. New York NY,Nassau St.,New York,NY,,1754.0,1758.0,
313324,"King Henry IV, Part I",1761,,1761-12-18,,Chapel Street Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,7185.0,Chapel St. (later Beekman St.) New York NY,Chapel St. (later Beekman St.),New York,NY,,,,
313349,Cymbeline,1767,,1767-12-28,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313179,The Taming of the Shrew,1768,,1768-01-08,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313156,The Merchant of Venice,1768,,1768-01-28,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313929,"King Henry IV, Part I",1768,,1768-02-25,,John Street Theatre,Revival,Play,Play,,,,False,True,,,2,1,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313511,Macbeth,1768,,1768-05-03,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313181,King John,1769,,1769-01-09,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313417,She Stoops to Conquer,1773,,1773-03-15,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313474,The Rivals,1778,,1778-04-21,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313309,The School for Scandal,1785,,1785-12-12,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313536,The Critic,1786,,1786-07-10,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313539,As You Like It,1786,,1786-07-14,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313422,Much Ado About Nothing,1787,,1787-03-19,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,6,5,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
312290,May Day in Town,1787,,1787-05-19,1787-05-19,John Street Theatre,Original Production,Musical,Musical,,1.0,,False,False,,,3,1,2,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313238,The Merry Wives of Windsor,1789,,1789-10-05,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
6196,Needs Must,1793,,1793-12-26,,John Street Theatre,Original Production,Musical,Musical,1.0,,,False,False,"Needs Must, or, the Ballad Singers (full title)",,10,8,3,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313415,Julius Caesar,1794,,1794-03-14,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,5,4,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313527,The Winter's Tale,1795,,1795-06-01,,John Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
312280,The Archers,1796,,1796-04-18,1796-04-22,John Street Theatre,Original Production,Musical,Musical,,3.0,,False,False,,,30,25,5,5641.0,15-21 John Street New York NY,15-21 John Street,New York,NY,,,1798.0,
313503,King Henry VIII,1799,,1799-05-13,,Park Theatre,Original Production,Play,Play,,,,False,False,,,4,3,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
312247,Twelfth Night,1804,,1804-06-11,,Park Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313320,King Henry V,1804,,1804-12-17,,Bedlow Street Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7140.0,(address unknown) New York NY,(address unknown),New York,NY,,,,
3726,Brother and Sister,1816,,1816-01-05,,Park Theatre,Original Production,Musical,Musical,1.0,,,False,False,,,2,0,2,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313612,Virginius,1820,,1820-09-25,,Anthony Street Theatre,Original Production,Play,Play,,,,False,False,,,2,2,0,7130.0,79-85 Anthony St. (later Worth St.) New York NY,79-85 Anthony St. (later Worth St.),New York,NY,,,1821.0,
313940,King Richard III,1821,,1821-09-21,,African Grove,Revival,Play,Play,,,,False,True,,,1,0,1,7610.0,Broadway New York NY,Broadway,New York,NY,,,,
313386,"King Henry IV, Part II",1822,,1822-02-02,,Park Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313921,King Richard III,1825,,1825-11-14,,Park Theatre,Revival,Play,Play,,,,False,True,,,2,1,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313302,A Midsummer Night's Dream,1826,,1826-11-09,,Park Theatre,Original Production,Play,Play,,,,False,False,,,4,0,4,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313475,Rip Van Winkle,1830,,1830-04-22,,Park Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313529,The Hunchback,1832,,1832-06-18,,Richmond Hill Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7452.0,Varick St. New York NY,Varick St.,New York,NY,,,1849.0,
313530,The Hunchback,1832,,1832-06-18,,Park Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
312242,The Saw Mill,1834,,1834-11-29,1835-02-05,Chatham Gardens Theatre,Original Production,Musical,Musical,,5.0,,False,False,,,1,0,1,7607.0,Chatham Street New York NY,Chatham Street,New York,NY,,1832.0,,
6294,Norman Leslie,1836,,1836-01-11,1836-08-30,Bowery Theatre,Original Production,Play with Music,Play,,,,False,False,,,36,30,7,5649.0,46-8 Bowery New York NY,46-8 Bowery,New York,NY,,,,
313504,The Lady of Lyons,1838,,1838-05-14,,Park Theatre,Original Production,Play,Play,,,,False,False,,,4,3,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
9939,Amilie,1838,,1838-10-15,,National Theatre,Original Production,Musical,Musical,1.0,,,False,False,"Amilie, or, the Love Test (full title)",,6,3,3,7553.0,Leonard & Church Sts. New York NY,Leonard & Church Sts.,New York,NY,,,1841.0,
313626,Richelieu,1839,,1839-09-04,,National Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7553.0,Leonard & Church Sts. New York NY,Leonard & Church Sts.,New York,NY,,,1841.0,
322179,The Strange Gentleman/ The Roof Scrambler,1839,,1839-12-16,1840-05-30,Olympic Theatre,Original Production,Musical,Musical,,,,False,False,,,1,0,1,7420.0,444 Broadway New York NY,444 Broadway,New York,NY,,1852.0,1854.0,
322183,La Musquitoe,1840,,1840-05-21,1840-05-30,Olympic Theatre,Original Production,Musical,Musical,,,,False,False,,,1,1,1,7420.0,444 Broadway New York NY,444 Broadway,New York,NY,,1852.0,1854.0,
6269,1940!,1840,,1840-10-15,1840-11-24,Olympic Theatre,Original Production,Musical,Musical,1.0,32.0,,False,False,"1941! or, Crummles in Search of Novelty (alternate title)",,19,17,3,5637.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
322182,"Buy-It-Dear, 'Tis Made of Cashmere",1840,,1840-11-02,1840-12-05,Olympic Theatre,Original Production,Musical,Musical,,30.0,,False,False,,,2,0,2,7420.0,444 Broadway New York NY,444 Broadway,New York,NY,,1852.0,1854.0,
313187,London Assurance,1841,,1841-10-11,,Park Theatre,Original Production,Play,Play,,,,False,False,,,2,1,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
9985,"The Drunkard, or, The Fallen Saved",1843,,,,,Original Production,Musical,Musical,1.0,,,True,False,"The Drunkard, or, The Fallen Saved",,2,0,2,,,,,,,,,
313370,Don Caesar de Bazan,1844,,1844-12-09,,Olympic Theatre,Original Production,Play,Play,,,,False,False,,,1,1,0,7420.0,444 Broadway New York NY,444 Broadway,New York,NY,,1852.0,1854.0,
313483,Antony and Cleopatra,1846,,1846-04-27,,Park Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7555.0,23 Park Row New York NY,23 Park Row,New York,NY,,,1848.0,
313620,Used Up,1847,,1847-09-27,,Broadway Theatre,Original Production,Play,Play,,,,False,False,,,1,1,0,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
322308,New York As It Is,1848,,1848-04-17,1848-07-25,Chatham Theatre,Original Production,Musical,Musical,,47.0,,False,False,,,6,5,2,5654.0,Chatham Street (Roosevelt & James) New York NY,Chatham Street (Roosevelt & James),New York,NY,,,,2200.0
313933,Macbeth,1849,,1849-05-07,,Broadway Theatre,Revival,Play,Play,,,,False,True,,,2,1,1,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
313934,Macbeth,1849,,1849-05-07,,Bowery Theatre,Revival,Play,Play,,,,False,True,,,2,1,1,5649.0,46-8 Bowery New York NY,46-8 Bowery,New York,NY,,,,
322188,Macbeth,1849,,1849-05-07,1849-05-10,Astor Place Opera House,Revival,Play,Play,,2.0,,False,True,,,2,1,1,7624.0,Broadway New York NY,Broadway,New York,NY,,1853.0,,
313448,King Rene's Daughter,1850,,1850-04-01,,Burton's Chamber Street Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,5658.0,39-41 Chambers St. New York NY,39-41 Chambers St.,New York,NY,,,,
314032,She's Come! Jenny's Come!,1850,,1850-09-02,,Burton's Chamber Street Theatre,Original Production,Musical,Musical,,,,False,False,,,1,1,1,5658.0,39-41 Chambers St. New York NY,39-41 Chambers St.,New York,NY,,,,
3184,The Andalusian,1851,,1851-01-15,,Brougham's Lyceum Theatre,Original Production,Musical,Musical,1.0,,,False,False,"The Andalusian, or, the Young Guard (full title)",,3,0,4,7544.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
7930,The World's Fair,1851,,1851-02-10,1851-03-06,Brougham's Lyceum Theatre,Original Production,Musical,Musical,1.0,20.0,,False,False,"The World's Fair, or, Columbia in the Clouds (full title)",,2,0,2,7544.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
313305,Ingomar,1851,,1851-12-01,,Broadway Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
313306,Ingomar,1851,,1851-12-01,,Bowery Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,5649.0,46-8 Bowery New York NY,46-8 Bowery,New York,NY,,,,
313555,Uncle Tom's Cabin,1852,,1852-08-23,,Purdy's New National,Original Production,Play,Play,,,,False,False,,,1,0,1,7620.0,Chatham Street (Roosevelt & James) New York NY,Chatham Street (Roosevelt & James),New York,NY,,,,
312215,The Peri,1852,,1852-12-13,1832-12-25,Broadway Theatre,Original Production,Musical,Musical,,12.0,,False,False,,,3,0,3,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
6872,The Review,1853,,1853-02-01,1853-05-13,Wallack's Lyceum Theatre,Original Production,Musical,Musical,1.0,,,False,False,"The Review, or, the Wags of Windsor (full title)",,3,2,1,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
4539,First Come- First Served,1853,,1853-02-21,1853-03-02,Wallack's Lyceum Theatre,Original Production,Operetta,Musical,1.0,6.0,,False,False,,,2,0,2,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
6586,The Pet of the Petticoats,1853,,1853-03-25,,Wallack's Lyceum Theatre,Original Production,Operetta,Musical,1.0,,,False,False,,,5,3,2,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
312092,Camille,1853,,1853-12-09,,Broadway Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
3247,Apollo in New York,1854,,1854-12-11,1855-01-06,Burton's Chamber Street Theatre,Original Production,Play with Music,Play,1.0,18.0,,False,False,,,2,0,2,5658.0,39-41 Chambers St. New York NY,39-41 Chambers St.,New York,NY,,,,
3424,The Beggar's Opera,1854,,1854-12-20,1855-02-17,Broadway Theatre (Broadway),Revival,Operetta,Musical,1.0,,,False,True,,,5,2,3,5017.0,1681 Broadway New York NY,1681 Broadway,New York,NY,,,,1761.0
4928,Guy Mannering,1855,,1855-01-01,1855-02-17,Broadway Theatre (Broadway),Original Production,Musical,Musical,1.0,,,False,False,"Guy Mannering, or, the Gipsy's Prophecy (full title)",,6,2,4,5017.0,1681 Broadway New York NY,1681 Broadway,New York,NY,,,,1761.0
5904,The Marriage of Georgette,1855,,1855-04-09,1855-04-09,Niblo's Garden,Original Production,Operetta,Musical,1.0,1.0,,False,False,,,4,2,3,7414.0,537 Broadway New York NY,537 Broadway,New York,NY,,,1895.0,
313632,Adrienne Lecouveur,1855,,1855-09-06,,[Venue Name unknown],Original Production,Play,Play,,,,False,False,,,2,1,1,7087.0,(address unknown) New York NY,(address unknown),New York,NY,,,,
3425,The Beggar's Opera,1855,,1855-09-14,1855-11-03,Niblo's Garden,Revival,Operetta,Musical,1.0,,,False,True,,,5,2,3,7414.0,537 Broadway New York NY,537 Broadway,New York,NY,,,1895.0,
313613,Francesca da Rimini,1855,,1855-09-26,,Broadway Theatre,Original Production,Play,Play,,,,False,False,,,3,2,1,7537.0,326 Broadway New York NY,326 Broadway,New York,NY,,,1859.0,4500.0
6298,Novelty,1856,,1856-02-22,1856-05-03,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,,,False,False,,,4,2,4,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
312150,Life in New York,1856,,1856-08-18,1856-09-20,Bowery Theatre,Original Production,Musical,Musical,,18.0,,False,False,,,5,5,1,5649.0,46-8 Bowery New York NY,46-8 Bowery,New York,NY,,,,
7967,Young Baccus,1857,,1857-01-05,1857-01-28,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,,,False,False,"Young Bacchus, or, Spirits and Water (full title)",,3,2,3,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
7707,Variety,1857,,1857-05-11,1857-06-27,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,48.0,,False,False,"Variety, or, the Picture Gallery (full title)",,4,3,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
312244,Olympiana,1857,,1857-06-13,1857-08-05,Olympic Theatre,Original Production,Musical,Musical,,21.0,,False,False,,,3,0,4,7337.0,622 Broadway New York NY,622 Broadway,New York,NY,,1880.0,1880.0,
322328,The King of Coney Island,1857,,1857-06-30,,Olympic Theatre,Original Production,Musical,Musical,,2.0,,False,False,,,2,0,2,7337.0,622 Broadway New York NY,622 Broadway,New York,NY,,1880.0,1880.0,
322261,The Corsair/The Loan of a Lover,1857,,1857-08-10,1857-08-14,Wallack's Lyceum Theatre,Original Production,Musical,Musical,,4.0,,False,False,,,3,0,3,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
313368,The Poor of New York,1857,,1857-12-08,,Wallack's Lyceum Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
4236,Les Deux Aveugles,1858,,1856-08-26,,Metropolitan Music Hall,Original Production,Musical,Musical,1.0,,,False,False,,,2,0,2,5735.0,Edgeware Road London,Edgeware Road,London,,,1962.0,1963.0,1855.0
313401,The Lyons Mail,1858,,1858-02-06,,Laura Keene's Varieties,Original Production,Play,Play,,,,False,False,,,1,0,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
312276,Jessie Brown,1858,,1858-02-22,,Wallack's Lyceum Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
313638,Louis XI,1858,,1858-09-07,,Laura Keene's Varieties,Original Production,Play,Play,,,,False,False,,,2,1,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
313199,Our American Cousin,1858,,1858-10-18,,Laura Keene's Varieties,Original Production,Play,Play,,,,False,False,,,3,2,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
7770,The Waterman,1859,,1859-06-01,1859-06-02,Niblo's Garden,Revival,Operetta,Musical,1.0,2.0,,False,True,"The Waterman, or, the First of August (full title)",,2,1,1,7414.0,537 Broadway New York NY,537 Broadway,New York,NY,,,1895.0,
3426,The Beggar's Opera,1859,,1859-06-08,1859-06-10,Niblo's Garden,Original Production,Operetta,Musical,1.0,2.0,,False,False,,,4,2,2,7414.0,537 Broadway New York NY,537 Broadway,New York,NY,,,1895.0,
5527,Lalla Rookh,1859,,1859-06-18,1859-08-20,Wallack's Lyceum Theatre,Original Production,Musical,Musical,1.0,30.0,,False,False,"Lalla Rookh, or, the Fire Worshippers (full title)",,4,2,3,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
5925,Massaniello,1859,,1859-06-27,1829-07-09,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,12.0,,False,False,"Massaniello, Hero and Martyr of Italian Liberty (full title)",,2,0,2,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
7578,Toinette et Son Carabinier,1859,,1859-10-13,1859-10-15,Thèåtre Français,Original Production,Musical,Musical,1.0,2.0,,False,False,,,0,0,0,5703.0,,,,,,,,
3919,Chamooni III,1859,,1859-10-19,,Winter Garden Theatre,Original Production,Musical,Musical,1.0,,,False,False,,,7,5,2,5090.0,Drury Lane London,Drury Lane,London,,,,1965.0,1581.0
4837,Going it Blind,1859,,1859-10-31,1899-11-09,Wallack's Lyceum Theatre,Original Production,Musical,Musical,1.0,9.0,,False,False,,,5,2,3,7545.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
5745,Love's Labor Lost,1859,,1859-11-08,1859-12-31,New Opera House,Original Production,Musical,Musical,1.0,,,False,False,,,3,2,2,7563.0,Broadway at 39th St. New York NY,Broadway at 39th St.,New York,NY,,,1966.0,
6195,Ne'er too Late to Mend,1859,,1859-11-17,1859-12-31,New Opera House,Original Production,Musical,Musical,1.0,,,False,False,,,0,0,0,7563.0,Broadway at 39th St. New York NY,Broadway at 39th St.,New York,NY,,,1966.0,
322278,Love is Blind/Ne'er too Late to Mind,1859,,1859-11-17,1859-12-31,Hope Chapel,Original Production,Musical,Musical,,,,False,False,,,4,2,3,7648.0,720 Broadway New York NY,720 Broadway,New York,NY,,,,
312166,There's a Silver Lining to Every Cloud,1859,,1859-12-05,1859-12-31,Hope Chapel,Original Production,Musical,Musical,,,,False,False,,,4,2,3,7648.0,720 Broadway New York NY,720 Broadway,New York,NY,,,,
312509,The Octoroon,1859,,1859-12-05,,Old Winter Garden Theatre,Original Production,Play,Play,,,,False,False,,,3,3,1,7543.0,624 Broadway New York NY,624 Broadway,New York,NY,,,1867.0,
6208,Never Judge by Appearances,1859,,1959-10-12,,Thèåtre Français,Original Production,Musical,Musical,1.0,,,False,False,,,0,0,0,5703.0,,,,,,,,
313378,Oliver Twist,1860,,1860-02-14,,Old Winter Garden Theatre,Original Production,Play,Play,,,,False,False,,,8,7,1,7543.0,624 Broadway New York NY,624 Broadway,New York,NY,,,1867.0,
313439,The Colleen Bawn,1860,,1860-03-29,,Laura Keene's Varieties,Original Production,Play,Play,,,,False,False,,,1,0,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
322352,The Bronze Donkey,1860,,1860-05-07,1860-05-19,New Bowery Theatre,Original Production,Musical,Musical,,12.0,,False,False,,,5,3,2,5673.0,Canal and Hester New York NY,Canal and Hester,New York,NY,,,1866.0,
313583,The Royalist,1860,,1860-09-13,,Wallack's Theatre,Original Production,Play,Play,,,,False,False,,,2,2,0,7556.0,844 Broadway New York NY,844 Broadway,New York,NY,,,1901.0,
5020,Harlequin Jack the Giant Killer,1861,,1861-02-04,1861-03-16,New Bowery Theatre,Original Production,Pantomime,Musical,1.0,26.0,,False,False,,,4,3,2,5673.0,Canal and Hester New York NY,Canal and Hester,New York,NY,,,1866.0,
4017,Cinderella,1861,,1861-09-09,1861-10-05,Winter Garden Theatre,Original Production,Musical,Musical,1.0,24.0,,False,False,,,6,3,4,5090.0,Drury Lane London,Drury Lane,London,,,,1965.0,1581.0
312636,The New President,1861,,1861-09-25,,Wallack's Theatre,Original Production,Play,Play,,,,False,False,,,1,0,1,7556.0,844 Broadway New York NY,844 Broadway,New York,NY,,,1901.0,
6409,Ondina!,1861,,1861-12-23,1862-03-01,Barnum's New Museum,Original Production,Musical,Musical,1.0,114.0,,False,False,"Ondina!, or, the Naiad Queen (alternate title)",,12,11,1,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
6995,Sadak and Kalasrade!,1862,,1862-03-03,1862-04-05,Barnum's New Museum,Original Production,Musical,Musical,1.0,60.0,,False,False,"Sadak and Kalasrade!, or, the Waters of Oblivion (full title)",,12,10,2,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
4,Hop O' My Thumb,1862,,1862-04-07,1862-05-02,Barnum's New Museum,Original Production,Play with Music,Play,1.0,46.0,,False,False,"Hop O' My Thumb, or, the Ogre and the Dwarf! (full title)",,9,6,3,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
7901,The Wizard's Tempest,1862,,1862-06-09,1862-06-30,Winter Garden Theatre,Original Production,Musical,Musical,1.0,21.0,,False,False,"The Wizard's Tempest, or, the King of the Magical Island (full title)",,5,4,2,5090.0,Drury Lane London,Drury Lane,London,,,,1965.0,1581.0
5443,King Cotton,1862,,1862-06-21,1862-07-26,Old Winter Garden Theatre,Original Production,Musical,Musical,1.0,5.0,,False,False,"King Cotton, or, the Exiled Prince (full title)",,9,7,2,7543.0,624 Broadway New York NY,624 Broadway,New York,NY,,,1867.0,
6048,Mrs. Partington,1862,,1862-07-14,1862-07-26,Barnum's New Museum,Original Production,Operetta,Musical,1.0,24.0,,False,False,"Mrs. Partington, or, Home for the Holidays (full title)",,1,0,1,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
6587,The Pet of the Petticoats,1862,,1862-07-14,1862-08-15,Laura Keene's Varieties,Original Production,Operetta,Musical,1.0,2.0,,False,False,,,4,3,2,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
7046,"The Schoolmaster Abroad, or, the Frolics of Fitzfoolzleums",1862,,1862-07-14,1862-07-26,Barnum's New Museum,Original Production,Vaudeville,Musical,1.0,24.0,,False,False,"The Schoolmaster Abroad, or, the Frolics of Fitzfoolzleums",,0,0,0,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
7742,La Vivandière,1862,,1862-07-14,1862-07-26,Barnum's New Museum,Original Production,Operetta,Musical,1.0,24.0,,False,False,,,0,0,0,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
7759,"Wanted, a Family",1862,,1862-07-14,1862-07-26,Barnum's New Museum,Original Production,Musical,Musical,1.0,24.0,,False,False,"Wanted, a Family, or, Three Too Many (full title)",,0,0,0,5717.0,539-41 Broadway New York NY,539-41 Broadway,New York,NY,,,1868.0,
3572,Blondette,1862,,1862-11-25,1863-01-03,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,42.0,,False,False,"Blondette, or, the Naughty Prince and Pretty Peasant (full title)",,9,7,2,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
6588,The Pet of the Petticoats,1863,,1863-01-26,1863-02-07,Laura Keene's Varieties,Revival,Operetta,Musical,1.0,6.0,,False,True,,,1,0,1,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
4441,The Fair One with the Golden Locks,1863,,1863-02-09,1863-03-14,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,30.0,,False,False,,,10,8,3,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
6955,La Rose de Saint-Flour,1863,,1863-02-14,,Niblo's Garden,Original Production,Musical,Musical,1.0,,,False,False,,,0,0,0,7414.0,537 Broadway New York NY,537 Broadway,New York,NY,,,1895.0,
7561,Tib,1863,,1863-05-04,1863-05-05,Laura Keene's Varieties,Original Production,Musical,Musical,1.0,2.0,,False,False,"Tib, or, the Cat in Crinoline",,9,8,2,5731.0,622 Broadway New York NY,622 Broadway,New York,NY,,,1880.0,
3727,Brother and Sister,1863,,1863-10-08,1863-10-17,Olympic Theatre,Revival,Musical,Musical,1.0,9.0,,False,True,,,11,7,5,5637.0,485 Broadway New York NY,485 Broadway,New York,NY,,,1869.0,
